0,2019/11/19 15:49:26.59,0.4077468,68.80717,415.9258,1,0
1,2019/11/19 15:49:26.148,2.188059,71.28424,416.738,1,0
2,2019/11/19 15:49:26.246,4.726957,75.49239,418.2315,1,0
3,2019/11/19 15:49:26.333,8.338539,81.32956,421.6179,1,0
4,2019/11/19 15:49:26.400,8.291675,81.73739,422.7034,1,0
5,2019/11/19 15:49:26.491,7.738793,80.37742,423.1245,1,0
6,2019/11/19 15:49:26.563,7.522475,77.50823,422.5196,1,0
7,2019/11/19 15:49:26.635,7.50747,75.00932,421.4785,1,0
8,2019/11/19 15:49:26.728,8.071348,71.98301,420.5781,1,0
9,2019/11/19 15:49:26.789,8.336833,70.72937,420.1221,1,0
10,2019/11/19 15:49:26.857,8.49696,70.03516,419.6718,1,0
11,2019/11/19 15:49:26.954,8.911492,68.79243,419.2535,1,0
12,2019/11/19 15:49:27.27,9.044493,68.28838,419.1089,1,0
13,2019/11/19 15:49:27.94,9.336052,67.82154,419.3186,1,0
14,2019/11/19 15:49:27.154,9.455721,67.88144,419.8316,1,0
15,2019/11/19 15:49:27.196,9.101606,68.44561,420.8151,1,0
16,2019/11/19 15:49:27.235,8.557072,68.9305,421.3658,1,0
17,2019/11/19 15:49:27.280,8.203245,69.24199,421.6851,1,0
18,2019/11/19 15:49:27.330,7.836018,69.29682,421.7407,1,0
19,2019/11/19 15:49:27.376,7.69556,69.24952,421.8033,1,0
20,2019/11/19 15:49:27.411,7.705953,69.13104,421.7509,1,0
21,2019/11/19 15:49:27.462,7.813441,69.05062,421.7723,1,0
22,2019/11/19 15:49:27.508,7.994809,69.06565,421.884,1,0
23,2019/11/19 15:49:27.535,8.071472,69.15455,421.9493,1,0
24,2019/11/19 15:49:27.572,8.117123,68.9848,421.8814,1,0
25,2019/11/19 15:49:27.592,8.117123,68.9848,421.8814,1,0
26,2019/11/19 15:49:27.630,8.142097,68.85014,421.838,1,0
27,2019/11/19 15:49:27.668,8.11879,68.71183,421.8993,1,0
28,2019/11/19 15:49:27.705,8.066463,68.59892,421.9222,1,0
29,2019/11/19 15:49:27.735,7.945611,68.37049,421.9444,1,0
30,2019/11/19 15:49:27.759,7.945611,68.37049,421.9444,1,0
31,2019/11/19 15:49:27.802,7.883657,68.25016,421.967,1,0
32,2019/11/19 15:49:27.840,7.847778,68.1565,422.0231,1,0
33,2019/11/19 15:49:27.874,7.837583,68.06838,422.0757,1,0
34,2019/11/19 15:49:27.912,7.863937,67.96783,422.1053,1,0
35,2019/11/19 15:49:27.958,7.984393,67.74431,422.1964,1,0
36,2019/11/19 15:49:27.986,8.043305,67.62843,422.2782,1,0
37,2019/11/19 15:49:28.20,8.05492,67.54398,422.3553,1,0
38,2019/11/19 15:49:28.53,8.042555,67.39407,422.3629,1,0
39,2019/11/19 15:49:28.86,8.089305,67.20012,422.4247,1,0
40,2019/11/19 15:49:28.132,8.135517,67.04681,422.5681,1,0
41,2019/11/19 15:49:28.163,8.136938,66.94509,422.6218,1,0
42,2019/11/19 15:49:28.190,8.136938,66.94509,422.6218,1,0
43,2019/11/19 15:49:28.231,8.077667,66.7891,422.6625,1,0
44,2019/11/19 15:49:28.268,8.050464,66.7089,422.6156,1,0
45,2019/11/19 15:49:28.298,8.020483,66.62714,422.6809,1,0
46,2019/11/19 15:49:28.346,8.010238,66.48121,422.6959,1,0
47,2019/11/19 15:49:28.392,8.010238,66.48121,422.6959,1,0
48,2019/11/19 15:49:28.465,8.135321,66.22608,422.5948,1,0
49,2019/11/19 15:49:28.532,8.27955,65.74794,422.4386,1,0
50,2019/11/19 15:49:28.622,8.475222,65.26952,422.4413,1,0
51,2019/11/19 15:49:28.714,8.643032,64.95267,422.5385,1,0
52,2019/11/19 15:49:28.779,8.628086,64.80264,422.7424,1,0
53,2019/11/19 15:49:28.840,8.521423,64.86332,422.9113,1,0
54,2019/11/19 15:49:28.916,8.411479,65.00716,422.8621,1,0
55,2019/11/19 15:49:28.977,8.332562,65.08902,422.8028,1,0
56,2019/11/19 15:49:29.35,8.322536,65.13581,422.7072,1,0
57,2019/11/19 15:49:29.105,8.385662,65.02075,422.507,1,0
58,2019/11/19 15:49:29.202,8.62124,64.62838,422.2396,1,0
59,2019/11/19 15:49:29.273,8.789221,64.28422,422.0641,1,0
60,2019/11/19 15:49:29.302,8.904819,63.8541,421.8042,1,0
61,2019/11/19 15:49:29.336,8.791989,63.57309,421.5456,1,0
62,2019/11/19 15:49:29.364,8.666137,63.50363,421.3726,1,0
63,2019/11/19 15:49:29.429,8.557918,63.59226,421.4339,1,0
64,2019/11/19 15:49:29.493,8.470084,63.66917,421.4282,1,0
65,2019/11/19 15:49:29.559,8.49457,63.81599,421.5253,1,0
66,2019/11/19 15:49:29.641,8.46129,64.00617,421.51,1,0
67,2019/11/19 15:49:29.712,8.395388,64.04296,421.4947,1,0
68,2019/11/19 15:49:29.779,8.272122,63.90278,421.5057,1,0
69,2019/11/19 15:49:29.895,8.459247,63.74152,421.6125,1,0
70,2019/11/19 15:49:29.939,8.744261,63.76631,421.9152,1,0
71,2019/11/19 15:49:29.974,8.755888,64.22752,422.0762,1,0
72,2019/11/19 15:49:30.12,8.553778,64.31404,422.1174,1,0
73,2019/11/19 15:49:30.48,8.35587,64.2883,422.0761,1,0
74,2019/11/19 15:49:30.84,8.185703,64.18115,421.9043,1,0
75,2019/11/19 15:49:30.128,8.171345,64.05337,421.6601,1,0
76,2019/11/19 15:49:30.166,8.303478,63.85815,421.4233,1,0
77,2019/11/19 15:49:30.198,8.584133,63.54664,421.1302,1,0
78,2019/11/19 15:49:30.239,8.692936,63.28431,420.8838,1,0
79,2019/11/19 15:49:30.290,8.771382,62.98332,420.6686,1,0
80,2019/11/19 15:49:30.343,8.868183,62.82436,420.5121,1,0
81,2019/11/19 15:49:30.389,8.907846,62.78642,420.449,1,0
82,2019/11/19 15:49:30.427,8.929903,62.94589,420.401,1,0
83,2019/11/19 15:49:30.459,8.929903,62.94589,420.401,1,0
84,2019/11/19 15:49:30.526,8.820547,63.43627,420.446,1,0
85,2019/11/19 15:49:30.586,8.714976,63.95146,420.4803,1,0
86,2019/11/19 15:49:30.656,8.49279,64.76237,420.5383,1,0
87,2019/11/19 15:49:30.733,8.306816,65.46951,420.4565,1,0
88,2019/11/19 15:49:30.785,8.102657,65.81455,420.2847,1,0
89,2019/11/19 15:49:30.823,7.965981,65.68723,419.8678,1,0
90,2019/11/19 15:49:30.861,8.035597,65.49197,419.2797,1,0
91,2019/11/19 15:49:30.904,8.035597,65.49197,419.2797,1,0
92,2019/11/19 15:49:30.961,8.512508,65.06641,418.8709,1,0
93,2019/11/19 15:49:31.38,8.774037,64.70918,418.7768,1,0
94,2019/11/19 15:49:31.103,8.992878,64.2011,418.8963,1,0
95,2019/11/19 15:49:31.176,8.943291,63.95113,419.2073,1,0
96,2019/11/19 15:49:31.272,8.846498,63.66795,419.5868,1,0
97,2019/11/19 15:49:31.343,8.672298,63.31071,419.8038,1,0
98,2019/11/19 15:49:31.403,8.605574,63.01191,419.8813,1,0
99,2019/11/19 15:49:31.478,8.5964,62.73009,419.6491,1,0
100,2019/11/19 15:49:31.541,8.727728,62.57706,419.4333,1,0
101,2019/11/19 15:49:31.600,8.779352,62.48869,419.3007,1,0
102,2019/11/19 15:49:31.690,8.765807,62.59096,419.3195,1,0
103,2019/11/19 15:49:31.776,8.616833,62.9763,419.6712,1,0
104,2019/11/19 15:49:31.838,8.368426,63.49776,420.1608,1,0
105,2019/11/19 15:49:31.904,7.942392,64.06248,420.5833,1,0
106,2019/11/19 15:49:31.988,7.834431,64.29257,421.0492,1,0
107,2019/11/19 15:49:32.57,7.910872,64.19031,421.2454,1,0
108,2019/11/19 15:49:32.121,8.047134,64.0399,421.3194,1,0
109,2019/11/19 15:49:32.205,8.086377,64.1039,421.3316,1,0
110,2019/11/19 15:49:32.271,8.137224,64.29333,421.2715,1,0
111,2019/11/19 15:49:32.337,8.179417,64.59736,421.0783,1,0
112,2019/11/19 15:49:32.435,8.371824,64.99934,420.6767,1,0
113,2019/11/19 15:49:32.498,8.637196,65.21387,420.3518,1,0
114,2019/11/19 15:49:32.560,8.656565,65.3204,420.1876,1,0
115,2019/11/19 15:49:32.639,8.457279,65.96597,420.2429,1,0
116,2019/11/19 15:49:32.698,8.298394,66.47154,420.4749,1,0
117,2019/11/19 15:49:32.764,8.196894,66.65154,420.5788,1,0
118,2019/11/19 15:49:32.853,8.114007,66.42815,420.5108,1,0
119,2019/11/19 15:49:32.912,8.247272,65.97635,420.489,1,0
120,2019/11/19 15:49:32.978,8.665645,65.36149,420.5154,1,0
