count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus,overStatus,freq
220,2019/11/24 23:30:41.959,6.74076,48.12097,476.1458,1,0,0,0.01662954
221,2019/11/24 23:30:41.976,6.74076,48.12097,476.1458,1,0,0,0.01662954
222,2019/11/24 23:30:41.993,7.125816,47.86247,476.3198,1,0,0,0.01662954
223,2019/11/24 23:30:42.9,7.125816,47.86247,476.3198,1,0,0,0.01662954
224,2019/11/24 23:30:42.27,7.125816,47.86247,476.3198,1,0,0,0.01662954
225,2019/11/24 23:30:42.43,7.315405,47.73677,476.3922,1,0,0,0.01662954
226,2019/11/24 23:30:42.58,7.315405,47.73677,476.3922,1,0,0,0.01662954
227,2019/11/24 23:30:42.75,7.315405,47.73677,476.3922,1,0,0,0.01662954
228,2019/11/24 23:30:42.92,7.258415,47.64426,476.5976,1,0,0,0.01662954
229,2019/11/24 23:30:42.108,7.258415,47.64426,476.5976,1,0,0,0.01662954
230,2019/11/24 23:30:42.124,7.258415,47.64426,476.5976,1,0,0,0.01662954
231,2019/11/24 23:30:42.142,7.373266,48.19194,476.4673,1,0,0,0.01662954
232,2019/11/24 23:30:42.158,7.373266,48.19194,476.4673,1,0,0,0.01662954
233,2019/11/24 23:30:42.175,7.373266,48.19194,476.4673,1,0,0,0.01662954
234,2019/11/24 23:30:42.192,7.784913,48.49871,476.4977,1,0,0,0.01662954
235,2019/11/24 23:30:42.208,7.784913,48.49871,476.4977,1,0,0,0.01662954
236,2019/11/24 23:30:42.224,7.784913,48.49871,476.4977,1,0,0,0.01662954
237,2019/11/24 23:30:42.241,7.926766,47.98006,476.6071,1,0,0,0.01662954
238,2019/11/24 23:30:42.258,7.926766,47.98006,476.6071,1,0,0,0.01662954
239,2019/11/24 23:30:42.274,7.926766,47.98006,476.6071,1,0,0,0.01662954
240,2019/11/24 23:30:42.291,8.056425,47.57895,476.7709,1,0,0,0.01662954
241,2019/11/24 23:30:42.307,8.056425,47.57895,476.7709,1,0,0,0.01662954
242,2019/11/24 23:30:42.323,8.056425,47.57895,476.7709,1,0,0,0.01662954
243,2019/11/24 23:30:42.341,8.129594,47.70597,476.7977,1,0,0,0.01662954
244,2019/11/24 23:30:42.356,8.129594,47.70597,476.7977,1,0,0,0.01662954
245,2019/11/24 23:30:42.373,8.129594,47.70597,476.7977,1,0,0,0.01662954
246,2019/11/24 23:30:42.392,8.548254,47.55906,476.6302,1,0,0,0.01662954
247,2019/11/24 23:30:42.409,8.548254,47.55906,476.6302,1,0,0,0.01662954
248,2019/11/24 23:30:42.426,8.548254,47.55906,476.6302,1,0,0,0.01662954
249,2019/11/24 23:30:42.443,8.650048,47.18697,476.5377,1,0,0,0.01662954
250,2019/11/24 23:30:42.459,8.650048,47.18697,476.5377,1,0,0,0.01662954
251,2019/11/24 23:30:42.475,8.650048,47.18697,476.5377,1,0,0,0.01662954
252,2019/11/24 23:30:42.493,8.623367,46.86822,476.4656,1,0,0,0.01662954
253,2019/11/24 23:30:42.509,8.623367,46.86822,476.4656,1,0,0,0.01662954
254,2019/11/24 23:30:42.526,8.623367,46.86822,476.4656,1,0,0,0.01662954
255,2019/11/24 23:30:42.542,8.695779,46.48052,476.4319,1,0,0,0.01662954
256,2019/11/24 23:30:42.558,8.695779,46.48052,476.4319,1,0,0,0.01662954
257,2019/11/24 23:30:42.575,8.695779,46.48052,476.4319,1,0,0,0.01662954
258,2019/11/24 23:30:42.591,8.603657,46.3996,476.3572,1,0,0,0.01662954
259,2019/11/24 23:30:42.608,8.603657,46.3996,476.3572,1,0,0,0.01662954
