count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus,overStatus,freq
317,2019/11/24 23:27:40.172,-1.358466,50.97832,589.3746,1,0,0,100
318,2019/11/24 23:27:40.188,-1.358466,50.97832,589.3746,1,0,0,100
319,2019/11/24 23:27:40.204,-1.073376,51.78199,589.1986,1,0,0,100
320,2019/11/24 23:27:40.221,-1.073376,51.78199,589.1986,1,0,0,100
321,2019/11/24 23:27:40.238,-1.053456,52.3233,588.9927,1,0,0,100
322,2019/11/24 23:27:40.254,-1.053456,52.3233,588.9927,1,0,0,100
323,2019/11/24 23:27:40.271,-1.053456,52.3233,588.9927,1,0,0,100
324,2019/11/24 23:27:40.288,-0.5915426,53.22134,589.0862,1,0,0,100
325,2019/11/24 23:27:40.304,-0.5915426,53.22134,589.0862,1,0,0,100
326,2019/11/24 23:27:40.321,-0.3454307,54.27312,588.7827,1,0,0,100
327,2019/11/24 23:27:40.337,-0.9695005,55.0271,588.6699,1,0,0,100
328,2019/11/24 23:27:40.354,-0.9695005,55.0271,588.6699,1,0,0,100
329,2019/11/24 23:27:40.371,-0.9695005,55.0271,588.6699,1,0,0,100
330,2019/11/24 23:27:40.387,-0.9660679,55.24653,588.7422,1,0,0,100
331,2019/11/24 23:27:40.404,-0.9660679,55.24653,588.7422,1,0,0,100
332,2019/11/24 23:27:40.420,-0.8895807,55.64066,588.5106,1,0,0,100
333,2019/11/24 23:27:40.437,-1.542265,56.31648,588.4787,1,0,0,100
334,2019/11/24 23:27:40.453,-1.542265,56.31648,588.4787,1,0,0,100
335,2019/11/24 23:27:40.470,-1.542265,56.31648,588.4787,1,0,0,100
336,2019/11/24 23:27:40.486,-1.481604,56.74195,588.2191,1,0,0,100
