count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus
1199,2019/11/20 14:07:27.638,9.673351,26.18736,525.412,1,0
1200,2019/11/20 14:07:27.708,9.890061,26.62796,525.3988,1,0
1201,2019/11/20 14:07:27.764,10.25705,28.03329,525.1149,1,0
1202,2019/11/20 14:07:27.843,10.79187,28.27846,524.8531,1,0
1203,2019/11/20 14:07:27.915,11.35611,27.97865,524.9303,1,0
1204,2019/11/20 14:07:27.973,11.95637,27.46406,525.3553,1,0
1205,2019/11/20 14:07:28.50,12.50987,27.50329,525.6946,1,0
1206,2019/11/20 14:07:28.122,12.85247,28.34651,526.3875,1,0
1207,2019/11/20 14:07:28.182,12.79975,28.5686,526.3391,1,0
1208,2019/11/20 14:07:28.263,12.7313,28.07474,526.6272,1,0
1209,2019/11/20 14:07:28.340,12.71876,26.88378,526.8167,1,0
1210,2019/11/20 14:07:28.398,13.27581,26.70832,527.0916,1,0
1211,2019/11/20 14:07:28.480,13.42166,27.5981,527.1315,1,0
1212,2019/11/20 14:07:28.550,13.11398,28.22156,526.9554,1,0
1213,2019/11/20 14:07:28.611,12.78464,27.93525,526.0906,1,0
1214,2019/11/20 14:07:28.692,12.84851,26.69815,525.1579,1,0
1215,2019/11/20 14:07:28.763,13.15007,25.66377,524.4967,1,0
1216,2019/11/20 14:07:28.824,13.21755,25.24549,523.8262,1,0
1217,2019/11/20 14:07:28.907,12.99739,25.61309,523.5464,1,0
1218,2019/11/20 14:07:28.982,12.72087,26.36937,522.9917,1,0
1219,2019/11/20 14:07:29.42,12.87151,26.73343,523.0423,1,0
1220,2019/11/20 14:07:29.122,13.12321,27.91926,523.5154,1,0
1221,2019/11/20 14:07:29.195,13.19389,30.11875,524.7136,1,0
1222,2019/11/20 14:07:29.252,12.07335,35.95884,526.9348,1,0
1223,2019/11/20 14:07:29.329,11.00515,40.22554,528.0868,1,0
1224,2019/11/20 14:07:29.403,10.46037,42.91386,528.9955,1,0
1225,2019/11/20 14:07:29.461,10.03307,44.12083,529.7407,1,0
1226,2019/11/20 14:07:29.538,9.639234,45.30552,530.941,1,0
1227,2019/11/20 14:07:29.613,9.424963,46.80585,531.8737,1,0
1228,2019/11/20 14:07:29.671,9.714679,48.06989,532.6198,1,0
1229,2019/11/20 14:07:29.752,9.837465,48.72432,533.3507,1,0
1230,2019/11/20 14:07:29.826,9.868226,51.2272,535.2075,1,0
1231,2019/11/20 14:07:29.893,10.16681,52.25293,536.0616,1,0
1232,2019/11/20 14:07:29.973,10.29206,52.32137,536.2875,1,0
1233,2019/11/20 14:07:30.44,11.46248,51.75973,537.0423,1,0
1234,2019/11/20 14:07:30.102,12.10498,52.10241,537.2485,1,0
1235,2019/11/20 14:07:30.185,12.22401,53.18234,537.2234,1,0
1236,2019/11/20 14:07:30.256,11.83197,54.81273,535.9916,1,0
1237,2019/11/20 14:07:30.316,11.83126,55.65548,534.9664,1,0
1238,2019/11/20 14:07:30.407,11.97427,57.00491,534.6924,1,0
1239,2019/11/20 14:07:30.489,12.9518,59.41196,533.9798,1,0
1240,2019/11/20 14:07:30.558,13.87233,60.38251,534.1651,1,0
1241,2019/11/20 14:07:30.636,13.92708,63.32076,534.5756,1,0
1242,2019/11/20 14:07:30.721,13.58603,67.41731,534.236,1,0
1243,2019/11/20 14:07:30.777,14.06924,70.53577,535.1152,1,0
1244,2019/11/20 14:07:30.857,14.35487,70.98003,535.6661,1,0
1245,2019/11/20 14:07:30.935,14.76502,73.43424,537.0679,1,0
1246,2019/11/20 14:07:30.997,14.7012,75.52688,537.3367,1,0
1247,2019/11/20 14:07:31.83,14.19032,76.70824,537.5511,1,0
1248,2019/11/20 14:07:31.156,13.52623,77.6712,537.2487,1,0
1249,2019/11/20 14:07:31.213,13.18918,76.45568,536.8782,1,0
1250,2019/11/20 14:07:31.294,13.00186,75.35726,536.6352,1,0
1251,2019/11/20 14:07:31.374,12.94419,73.25346,535.9039,1,0
1252,2019/11/20 14:07:31.439,13.53849,71.70902,535.786,1,0
1253,2019/11/20 14:07:31.518,14.09891,70.60729,535.2428,1,0
1254,2019/11/20 14:07:31.590,14.73552,70.45724,535.1459,1,0
1255,2019/11/20 14:07:31.647,14.73867,70.18797,535.1187,1,0
1256,2019/11/20 14:07:31.726,14.58337,68.98223,535.0618,1,0
1257,2019/11/20 14:07:31.801,14.46449,67.19827,534.6692,1,0
1258,2019/11/20 14:07:31.862,14.85321,65.60107,534.9412,1,0
1259,2019/11/20 14:07:31.944,15.15963,64.99533,535.267,1,0
1260,2019/11/20 14:07:32.25,15.54278,65.16059,535.6039,1,0
1261,2019/11/20 14:07:32.86,15.42861,65.73912,536.084,1,0
1262,2019/11/20 14:07:32.169,15.501,66.15456,536.0887,1,0
1263,2019/11/20 14:07:32.241,15.58548,66.29745,535.7558,1,0
1264,2019/11/20 14:07:32.303,15.8378,65.89026,535.0381,1,0
1265,2019/11/20 14:07:32.384,16.01062,65.08833,534.384,1,0
1266,2019/11/20 14:07:32.470,15.10987,67.07443,533.6743,1,0
1267,2019/11/20 14:07:32.530,15.27597,67.9914,532.244,1,0
1268,2019/11/20 14:07:32.605,15.75872,68.08811,531.7073,1,0
1269,2019/11/20 14:07:32.680,15.99021,68.94544,531.3978,1,0
1270,2019/11/20 14:07:32.742,15.79484,69.71948,530.8636,1,0
1271,2019/11/20 14:07:32.819,15.85326,69.19959,530.9167,1,0
1272,2019/11/20 14:07:32.894,16.00632,68.97376,531.444,1,0
1273,2019/11/20 14:07:32.955,16.0982,68.55373,531.9323,1,0
1274,2019/11/20 14:07:33.41,16.29015,68.64302,532.2484,1,0
1275,2019/11/20 14:07:33.113,16.17939,68.77616,532.3649,1,0
1276,2019/11/20 14:07:33.170,16.35378,68.16704,532.7233,1,0
1277,2019/11/20 14:07:33.247,16.84394,67.36887,532.9667,1,0
1278,2019/11/20 14:07:33.323,17.66237,65.71344,532.9657,1,0
