count,dateTime,waistX,waistY,waistZ,expStatus,LimitStatus
213,2019/11/19 17:44:43.842,109.0581,26.0012,632.7505,1,0
214,2019/11/19 17:44:43.898,109.3714,25.55375,633.4037,1,0
215,2019/11/19 17:44:43.981,109.8902,25.62327,634.064,1,0
216,2019/11/19 17:44:44.31,109.9489,25.33786,633.5084,1,0
217,2019/11/19 17:44:44.82,110.3407,25.30443,633.5092,1,0
218,2019/11/19 17:44:44.161,109.9973,25.85175,633.2303,1,0
219,2019/11/19 17:44:44.232,109.8413,26.02831,633.0203,1,0
220,2019/11/19 17:44:44.285,109.8769,26.08386,633.1354,1,0
221,2019/11/19 17:44:44.360,110.041,25.84049,633.3318,1,0
222,2019/11/19 17:44:44.416,110.088,25.1268,633.4613,1,0
223,2019/11/19 17:44:44.478,109.7452,24.94039,633.5875,1,0
224,2019/11/19 17:44:44.543,109.4736,24.92604,633.302,1,0
225,2019/11/19 17:44:44.595,109.3193,24.93098,633.0475,1,0
226,2019/11/19 17:44:44.646,109.1885,24.93576,632.4666,1,0
227,2019/11/19 17:44:44.721,109.2579,24.92721,632.3558,1,0
228,2019/11/19 17:44:44.769,109.3421,24.74981,632.4175,1,0
229,2019/11/19 17:44:44.816,109.6315,24.2041,631.8571,1,0
230,2019/11/19 17:44:44.885,109.6435,24.06928,631.8867,1,0
231,2019/11/19 17:44:44.946,109.6978,23.67262,632.4838,1,0
232,2019/11/19 17:44:44.996,109.761,23.50718,632.6836,1,0
233,2019/11/19 17:44:45.61,109.6915,23.15317,632.49,1,0
234,2019/11/19 17:44:45.113,109.8167,22.92593,632.321,1,0
235,2019/11/19 17:44:45.182,109.938,23.11832,632.472,1,0
236,2019/11/19 17:44:45.258,109.9393,23.19174,632.3866,1,0
237,2019/11/19 17:44:45.316,110.1481,23.66262,633.0208,1,0
238,2019/11/19 17:44:45.386,110.1221,22.77526,633.6176,1,0
239,2019/11/19 17:44:45.463,109.9104,22.841,634.4564,1,0
240,2019/11/19 17:44:45.520,109.5646,23.24209,634.313,1,0
241,2019/11/19 17:44:45.584,109.7762,24.17281,633.8408,1,0
242,2019/11/19 17:44:45.664,109.6747,25.45825,633.5208,1,0
243,2019/11/19 17:44:45.732,109.3597,25.38287,632.6969,1,0
244,2019/11/19 17:44:45.820,109.1307,24.39337,631.8937,1,0
245,2019/11/19 17:44:45.882,109.1594,23.7755,632.448,1,0
246,2019/11/19 17:44:45.928,109.0034,23.76551,633.5649,1,0
247,2019/11/19 17:44:45.967,109.0173,24.03922,634.3513,1,0
248,2019/11/19 17:44:46.39,108.9137,24.36862,634.4747,1,0
249,2019/11/19 17:44:46.84,108.6363,24.42417,634.2975,1,0
250,2019/11/19 17:44:46.127,108.492,24.22511,633.9102,1,0
251,2019/11/19 17:44:46.189,108.6389,24.34046,633.9722,1,0
252,2019/11/19 17:44:46.246,108.628,24.37596,633.6756,1,0
253,2019/11/19 17:44:46.294,108.9001,24.27807,633.9429,1,0
254,2019/11/19 17:44:46.350,108.7507,24.14008,633.7595,1,0
255,2019/11/19 17:44:46.394,108.3199,23.90765,633.5746,1,0
256,2019/11/19 17:44:46.457,108.1565,23.72444,633.8638,1,0
257,2019/11/19 17:44:46.521,108.0476,23.65232,633.6509,1,0
258,2019/11/19 17:44:46.569,107.8986,23.21335,633.0701,1,0
259,2019/11/19 17:44:46.616,107.8771,22.70684,633.1292,1,0
260,2019/11/19 17:44:46.699,108.0004,22.82797,633.474,1,0
261,2019/11/19 17:44:46.749,108.0341,23.43348,633.6467,1,0
262,2019/11/19 17:44:46.797,108.5238,23.96287,633.5634,1,0
263,2019/11/19 17:44:46.861,108.7518,24.18068,633.4819,1,0
264,2019/11/19 17:44:46.918,108.8384,24.05507,632.7128,1,0
265,2019/11/19 17:44:46.969,109.2228,24.34399,632.912,1,0
266,2019/11/19 17:44:47.43,109.6767,24.72673,633.3273,1,0
267,2019/11/19 17:44:47.94,109.921,25.37276,633.5049,1,0
268,2019/11/19 17:44:47.163,109.9165,25.99491,633.421,1,0
269,2019/11/19 17:44:47.242,109.9327,26.83801,634.1664,1,0
270,2019/11/19 17:44:47.296,109.7079,28.11426,634.8148,1,0
271,2019/11/19 17:44:47.364,108.6118,28.24768,634.0157,1,0
272,2019/11/19 17:44:47.441,108.98,27.82002,634.0865,1,0
273,2019/11/19 17:44:47.497,108.7772,27.86601,634.1445,1,0
274,2019/11/19 17:44:47.557,109.2292,28.38344,634.7816,1,0
275,2019/11/19 17:44:47.622,108.7859,29.03671,634.7007,1,0
276,2019/11/19 17:44:47.682,108.8628,29.03243,634.4736,1,0
277,2019/11/19 17:44:47.733,108.6671,29.5329,634.2343,1,0
278,2019/11/19 17:44:47.808,108.3981,28.95595,633.1807,1,0
279,2019/11/19 17:44:47.860,108.8592,28.42791,633.5565,1,0
280,2019/11/19 17:44:47.912,109.1797,28.33797,633.862,1,0
281,2019/11/19 17:44:47.991,109.1543,28.14635,634.2914,1,0
282,2019/11/19 17:44:48.56,109.3463,27.8919,634.6494,1,0
283,2019/11/19 17:44:48.109,109.5204,28.67121,636.0524,1,0
284,2019/11/19 17:44:48.186,108.9966,28.86603,635.5958,1,0
285,2019/11/19 17:44:48.243,108.4264,29.59659,635.3497,1,0
286,2019/11/19 17:44:48.314,107.5541,29.49046,634.6685,1,0
287,2019/11/19 17:44:48.397,107.3048,28.82781,634.5914,1,0
288,2019/11/19 17:44:48.451,107.2076,28.28325,634.5838,1,0
289,2019/11/19 17:44:48.520,107.5662,27.84328,634.2817,1,0
290,2019/11/19 17:44:48.591,108.0632,27.21218,634.6714,1,0
291,2019/11/19 17:44:48.653,108.0063,27.1793,634.4863,1,0
292,2019/11/19 17:44:48.737,107.715,26.79561,633.5696,1,0
293,2019/11/19 17:44:48.815,107.9642,25.77865,633.235,1,0
294,2019/11/19 17:44:48.869,108.2412,25.19251,633.7165,1,0
295,2019/11/19 17:44:48.934,108.3202,25.27656,634.3158,1,0
296,2019/11/19 17:44:49.11,108.252,25.99214,634.9629,1,0
297,2019/11/19 17:44:49.58,108.1166,26.44511,635.1877,1,0
298,2019/11/19 17:44:49.106,107.749,26.98936,635.6185,1,0
299,2019/11/19 17:44:49.191,107.4054,27.26683,634.9519,1,0
300,2019/11/19 17:44:49.247,107.733,28.01512,635.4332,1,0
301,2019/11/19 17:44:49.297,107.834,28.82487,635.6901,1,0
302,2019/11/19 17:44:49.368,107.7654,28.50852,635.4091,1,0
303,2019/11/19 17:44:49.438,107.7942,28.08314,635.3447,1,0
304,2019/11/19 17:44:49.492,107.6714,27.49517,635.0763,1,0
305,2019/11/19 17:44:49.565,107.8362,26.99118,635.3481,1,0
306,2019/11/19 17:44:49.617,107.6944,26.98446,635.4866,1,0
307,2019/11/19 17:44:49.689,107.7852,26.5427,634.744,1,0
308,2019/11/19 17:44:49.768,108.1527,26.40002,634.5919,1,0
309,2019/11/19 17:44:49.822,108.5648,26.36102,635.2545,1,0
310,2019/11/19 17:44:49.887,108.7604,25.37077,634.8692,1,0
311,2019/11/19 17:44:49.959,108.8963,25.09221,634.8067,1,0
312,2019/11/19 17:44:50.11,109.327,25.04835,635.3247,1,0
313,2019/11/19 17:44:50.60,109.5443,24.92314,635.3108,1,0
314,2019/11/19 17:44:50.136,109.8448,24.67867,634.9847,1,0
315,2019/11/19 17:44:50.185,110.2185,24.62209,635.7417,1,0
316,2019/11/19 17:44:50.242,110.0596,24.47009,635.8459,1,0
317,2019/11/19 17:44:50.311,109.9818,24.6884,635.8869,1,0
318,2019/11/19 17:44:50.371,109.7241,24.94996,635.9032,1,0
319,2019/11/19 17:44:50.425,109.444,25.29735,635.3314,1,0
320,2019/11/19 17:44:50.498,109.4396,25.42007,635.0078,1,0
321,2019/11/19 17:44:50.555,109.2726,25.55864,634.0043,1,0
322,2019/11/19 17:44:50.619,109.9193,24.45887,633.5861,1,0
323,2019/11/19 17:44:50.694,110.4253,24.11408,633.978,1,0
324,2019/11/19 17:44:50.750,110.6408,23.64424,633.3132,1,0
325,2019/11/19 17:44:50.811,111.074,23.38824,633.417,1,0
326,2019/11/19 17:44:50.899,111.1864,23.40545,634.0375,1,0
327,2019/11/19 17:44:50.955,110.6388,23.02132,634.056,1,0
328,2019/11/19 17:44:51.11,110.4767,22.4429,634.431,1,0
329,2019/11/19 17:44:51.99,110.4689,22.24979,634.8127,1,0
330,2019/11/19 17:44:51.176,110.4999,22.33727,635.1586,1,0
331,2019/11/19 17:44:51.255,110.9231,23.08531,635.3949,1,0
332,2019/11/19 17:44:51.302,111.0156,23.59079,634.722,1,0
333,2019/11/19 17:44:51.328,110.8122,24.25361,633.9661,1,0
334,2019/11/19 17:44:51.360,110.3936,26.52743,633.6361,1,0
335,2019/11/19 17:44:51.406,109.76,27.08588,632.4337,1,0
336,2019/11/19 17:44:51.463,109.6749,27.26533,632.2584,1,0
337,2019/11/19 17:44:51.533,109.637,27.04521,631.824,1,0
338,2019/11/19 17:44:51.609,109.9203,26.3456,632.0003,1,0
339,2019/11/19 17:44:51.661,110.172,25.6682,632.4348,1,0
340,2019/11/19 17:44:51.722,110.307,25.57018,632.7969,1,0
341,2019/11/19 17:44:51.817,109.9121,25.50037,632.808,1,0
342,2019/11/19 17:44:51.872,109.7034,25.24423,632.8093,1,0
343,2019/11/19 17:44:51.925,109.6497,24.16917,632.5271,1,0
344,2019/11/19 17:44:52.8,110.0675,23.98419,632.9136,1,0
345,2019/11/19 17:44:52.60,110.1096,24.13252,632.9053,1,0
346,2019/11/19 17:44:52.110,110.0116,24.91794,633.2177,1,0
347,2019/11/19 17:44:52.178,109.606,25.53835,632.7997,1,0
348,2019/11/19 17:44:52.244,109.0975,26.05408,632.9287,1,0
349,2019/11/19 17:44:52.297,108.799,25.88784,632.6378,1,0
350,2019/11/19 17:44:52.381,108.9691,25.04316,632.692,1,0
351,2019/11/19 17:44:52.444,109.5942,23.73476,632.8622,1,0
352,2019/11/19 17:44:52.502,110.1083,23.1245,633.1553,1,0
353,2019/11/19 17:44:52.577,110.5358,22.50025,633.3231,1,0
354,2019/11/19 17:44:52.632,110.5025,22.37628,633.5382,1,0
355,2019/11/19 17:44:52.698,110.138,21.96661,633.0021,1,0
356,2019/11/19 17:44:52.767,110.1378,21.56622,633.1304,1,0
357,2019/11/19 17:44:52.820,110.1682,21.38479,632.9869,1,0
358,2019/11/19 17:44:52.871,110.4596,21.20849,632.4916,1,0
359,2019/11/19 17:44:52.953,110.8189,21.55528,632.6024,1,0
360,2019/11/19 17:44:53.13,110.9308,21.92758,632.6487,1,0
361,2019/11/19 17:44:53.65,110.8658,22.54281,632.3607,1,0
362,2019/11/19 17:44:53.142,110.9261,23.10854,632.6312,1,0
363,2019/11/19 17:44:53.211,110.7973,23.12619,632.5111,1,0
364,2019/11/19 17:44:53.268,110.8615,22.55942,632.6892,1,0
365,2019/11/19 17:44:53.347,111.0246,22.40899,632.9686,1,0
